Genes	N.Sequences	N.Proteotypic.Sequences	raw1/T064137_AurEl8_PM8_DIAIMP_CMB-1719_helalis_1_RD2_1_11076.d	raw1/T064139_AurEl8_PM8_DIAIMP_CMB-1719_helalis_2_RD3_1_11078.d
LMO4	1	1	36410.2	149461
LMON_0032	1	1	17795	
LMON_0134	1	1		21095.5
LMON_0149	1	1	194478	93716.3
LMON_0294	1	1	98970	19100.1
LMON_1258	1	1		7029.02
LMON_1501	3	3	940022	240553
LMON_1647	1	1		10105.6
LMON_1888	1	1		13007.4
LMON_2000	1	1		2389.44
LMON_2660	1	1	23320.3	
LMON_2714	1	1		39561.9
LONP1	2	2		59589
LONP2	1	1		46323.5
LOXL2	1	1	396637	
LRBA	2	2		59123.8
LRP5	1	1	68738.2	100743
LRPPRC	1	1		92652.3
LRRC40	1	1		38926.7
LTA4H	1	1		46468
LTF	2	2	66423.7	
LY6E	1	1		12030.8
LYPD3	1	1	11669.9	
LYZ	2	2	121375	
MACROH2A1	1	1		12203.4
MAFG;MAFK	1	0	72008.9	
MAGEA11	1	1		1961.79
MAGEA6	1	1		9964.34
MAGOH;MAGOHB	2	0		40183.6
MAGT1	1	1	46232.5	12909.5
MALL	1	1		71240.8
MANEAL	1	1		46472.6
MANF	1	1		20644.5
MAP1B	2	2		16503.4
MAP1LC3B;MAP1LC3B2	1	0		24423.7
MAP2K7	1	1		70933.1
MAP3K15;MAP3K5;MAP3K6	1	0		15486.2
MAP3K3	1	1	83464.8	65971.2
MAPRE1;MAPRE3	1	0		147056
MARCHF6	1	1		41100.4
MARCKS	1	1		12291.4
MASTL	1	1		23365.4
MATR3	1	1		30714.9
MBTPS2	1	1	99112.8	317332
MCM3	2	2		73258.7
MCM4	3	3		33939.8
MCM5	1	1		221372
MCM6	3	3		76200.7
MCM7	2	2		168858
MCM8	1	1		14718.1
MCMBP	5	5	267618	246297
MDH2	1	1	48620.4	11038.4
MDN1	4	4	272426	298777
MED12	1	1		66271.8
MED17	1	1		26911.4
MED18	1	1		62486.6
MED23	1	1		55649.3
MED24	2	2		35849.7
MELK	2	2	1.06733e+06	1.25927e+06
MEN1	2	2	47557.9	21921.2
MET	2	2	100016	123158
METAP2	1	1		23389.2
METTL13	1	1		21093.5
METTL16	1	1	60097.6	
METTL9	1	1		55268.4
MFAP1	3	3	16870.1	24752.6
MFHAS1	2	2		27593.4
MFN2	1	1		15763.6
MFSD1	2	2	84803	103131
MFSD14A	1	1	29871	63474.8
MFSD14B	2	1	74676.1	118814
MGA	1	1	111791	183367
MGAT5B	1	1		17533.3
MGMT	1	1		637987
MGRN1	2	2	19274.5	19303.8
MGST1	1	1		15432.9
MICU1	2	2		16534.1
MIEF1	2	2	31706.3	79957.9
MISP	1	1		13760.1
MITD1	1	1		8093.68
MLEC	1	1	243916	247122
MLH1	3	3	297852	876105
MLKL	1	1	134006	154528
MNAT1	1	1		15052.1
MOB1A;MOB1B	3	0	358340	276618
MOB3A	1	1	156678	498471
MOB3C	2	1	77833.6	120778
MOCOS	1	1		53111.5
MOCS2	1	1		14808.1
MOGS	1	1	68151.7	39829
MORF4L1	1	1	59881.1	117238
MOV10	2	2		7951.24
MPC1	1	1		85052.3
MPDZ	2	2	22392.3	19118.3
MPHOSPH10	1	1		35496.3
MPO	1	1	9509.71	
MPP2;PALS2	1	0	456036	1.04103e+06
MPZL1	1	1	195656	
MRPL16	1	1	18000.2	
MRPL28	1	1		18228.9
MRPL42	1	1		8422.5
MRPL43	1	1		56516.5
MRPL48	1	1		11473.4
MRPS17	1	1	74342.7	
MRPS28	1	1	73964.8	41819.7
MRPS5	1	1		29456.3
MRPS7	1	1	90480.9	27060.7
MRTFA	1	1	19237.5	
MRTO4	1	1		20940.6
MSH2	2	2	39860.9	12432.8
MSN	1	0	38513.8	81771.1
MT-ATP8	1	1		14286.6
MT-CO1	1	1		12615.2
MTA2;MTA3	1	0	106498	
MTARC1	2	2		43741.7
MTCH1	1	1		13726.7
MTCH2	3	3	20243.7	19717.5
MTERF3	1	1		20683.8
MTHFD1L	2	2		27540.2
MTM1	1	1	37345.1	
MTMR12	1	1	40584.9	44450
MTMR14	1	1		18175.6
MTMR2	1	1	291437	
MTR	2	2		29498.7
MTREX	2	2		64373.8
MTRF1	1	1		20258.7
MTRR	1	1	45116	41026.2
MUC16	2	2	60341.8	46710.3
MUCL1	2	2	286170	
MVB12A	1	1	13105.3	
MVP	1	1	18864.8	34274.5
MYADM	1	1	60273	49878.4
MYBBP1A	2	2	40600.9	47578.8
MYC	2	2		34464.4
MYCBP2	1	1		38474.9
MYH9	2	2	527269	1.04238e+06
MYL6	1	1	55554.2	93832.8
MYL9	2	1		13707.4
MYO10	2	2	60723	26121.5
MYO5A	2	2		26574.9
MYO9B	2	2		42929.2
NACA;NACA4P	1	0		28327.9
NAGLU	1	1		10677.7
NAMPT	1	1		11195.3
NANS	1	1	29872.5	27610.3
NASP	2	2		41423.2
NCAM1	2	2	21519.7	12143.8
NCAPG2	2	2		78855.7
NCKAP1	2	2	18709.6	16262.6
NCL	8	8	581753	537629
NCOA7	1	1		118016
NCOR2	2	2		24871.4
NDC1	1	1		42760.5
NDRG3	1	1		7405.29
NDUFA4	1	1	208045	440805
NDUFB11	2	2		24851.4
NDUFB4	2	2	41165.1	125372
NDUFC2	1	1	60105.1	
NDUFS1	1	1		10462.6
NDUFV2	1	1		4595.27
NEDD8	1	1	227346	
NEK2	1	1		9496.86
NEK9	2	2	166431	361560
NENF	1	1		34809.3
NET1	1	1		36800.5
NGDN	1	1	45481.4	113526
NHERF1	1	1		56235.6
NIFK	1	1	1.28466e+06	1.29822e+06
NIP7	1	1		28272.1
NKTR	1	1	140639	205492
NKX3-1	1	1		15121.5
NOC2L	3	3		61454.2
NOC4L	1	1		28238.8
NOL6	1	1		13116
NOL8	1	1		7160.07
NOM1	1	1		16611.3
NONO	1	1	5.1433e+06	3.9097e+06
NOP56	2	2	74133.8	96489.3
NOP58	1	1	39257.4	44255.2
NOSIP	1	1		20107.9
NPC1	3	3	336730	193522
NPEPPS;NPEPPSL1	1	0	27115.3	
NPLOC4	1	1		156786
NPR1	1	1		50452.2
NQO1	1	1		77256.1
NR1D1	2	1	85765.3	91183.1
NR1D2	1	1		5877.02
NR1H2	1	1	195817	416248
NR4A1	2	1	19627	19098.6
NSMCE1	1	1	399564	762030
NT5C3A	1	1	149427	237133
NT5DC2	2	2		35072.1
NTMT1	1	1		44324.6
NUDT1	1	1		36613.2
NUDT15	1	1	83232.5	
NUDT9	1	1	87269.3	145843
NUF2	3	3	40556.8	11300.8
NUFIP2	1	1	963476	1.19845e+06
NUP107	2	2	85169.4	130641
NUP153	1	1		61407.9
NUP155	3	3	58682.7	53200
NUP160	2	2		21235.3
NUP188	3	3	556890	479033
NUP210	2	2	203241	269078
NUP214	2	2	185508	182015
NUP50	1	1		15719.3
NUP54	1	1	154068	223208
NUP93	2	2		49644.8
NUSAP1	1	1	208201	451019
OAS1	1	1	58755	91394.2
OAS3	1	1		20234.8
OASL	1	1	71197.6	8210.9
ODC1	1	1	32662.4	
OGA	4	4	164521	150214
OGDH	1	1		7697.58
OGFOD1	1	1	196669	302065
OGFOD3	1	1		100335
OGT	2	2		39331.1
OLFM1	1	1		6805.56
OLFML2B	1	1		220723
OR4E2;OR5K2;OR9G1	1	0		31638.9
ORAI2	1	1	199486	55485.3
ORC5	1	1	445526	87129.5
ORMDL1	1	1	11249	
OSBPL2	1	1		27240.9
OSBPL3	1	1		26790
OSBPL9	2	1		26955
OTUD6B	1	1		147097
OTULINL	1	1		15672.4
OXR1	1	1		17415.9
P4HB	3	3		34354.5
PABPC1;PABPC3	1	0	341330	356373
PABPC4	1	1	56670.9	90911.2
PACS1	1	1		47692
PAIP1	1	1	134006	288002
PALS1	1	1		12766.7
PAM	1	1	41012.2	50097.6
PAOX	1	1		28950.3
PAPSS1;PAPSS2	1	0		60802.9
PAQR4	1	1		40865.9
PAQR7	1	1	43253.9	36771.1
PARG	1	1		88481.5
PARP14	2	2		21135.2
PARP4	3	3		31250.9
PARP8	1	1		14440.1
PARVB	2	1	29310	15284.6
PATJ	1	1		27189.9
PATZ1	2	2		471573
PCBP4	1	1	35083.5	53766.5
PCLAF	1	1		8115.57
PCNA	1	1		17349.7
PCTP	1	1		9264.36
PCYT1A;PCYT1B	2	0	1.83344e+06	2.29996e+06
PDCD11	2	2		37748.9
PDCD4	1	1	367869	413694
PDCD6IP	1	1		10094.6
PDE3A	3	3	107426	143998
PDIA3	2	2	19836.5	8125.28
PDIA6	1	1		3742.48
PDLIM7	1	1		129638
PDS5A	4	3	778625	588796
PDZD11	1	1	55347.9	52422.8
PECR	1	1	41546.7	
PEG10	1	1		99961.2
PET100	1	1		15027.1
PEX14	1	1		11322.5
PFKM	1	1		49018.2
PFN1	1	1	16864.2	
PGAP1	1	1		16638.9
PGD	2	2		14013
PGK2	2	1	29481.2	
PHB1	1	1		110469
PHF12	1	1	44428.6	29759.2
PHF5A	1	1		15192
PI4KA	2	1		60092.2
PICALM;SNAP91	1	0	32217.3	10841.3
PIEZO1	2	2		47739.9
PIGM	1	1	234948	118432
PIGN	3	3	62844.6	114750
PIGR	8	8	154148	
PIGU	1	1	20740.4	17509.3
PIK3R1;PIK3R3	2	0	290495	155730
PIKFYVE	1	1		67694.8
PIM3	1	1		61173.5
PIP5K1A;PIPSL	1	0		3894.04
PKM	9	5	49326.4	27373.8
PKMYT1	1	1		16078.2
PKN3	1	1		14773.4
PLAGL1	1	1		399020
PLEC	5	4	236698	355482
PLEKHA5	1	1		55086.6
PLIN3	1	1		16731.4
PLK1	1	1		22971
PLK2	1	1		68196.2
PLS3	1	1		33003.5
PLXNA3	1	1		153577
PMM1	2	2	311334	295685
PMPCA	1	1		38409.8
PMS2	1	0		26979.5
PNKP	1	1		21443.5
PNMA1	1	1		437942
PNP	1	1	56144.2	
POGK	1	1		43814.3
POLA1	1	1	91538.3	293877
POLA2	2	2	49068	56453.6
POLE	4	4		108860
POLR1B	1	1		28791.1
POLR1E	1	1	389105	333164
POLR2B	2	2		50438.7
POLR2D	1	1		25241.7
POLR2G	1	1	210201	185094
POLR2J;POLR2J2;POLR2J3	1	0		27469.5
POLR3A	1	1		5189.91
POLR3C	1	1	440142	676697
POLRMT	1	1		29564.1
PON2	2	2	111817	175619
POP4	1	1		17021
PPA1	2	2	302743	239682
PPAN	1	1		38086.7
PPARGC1A	1	1		18571.1
PPCS	1	1	36031.9	40151.3
PPIA	2	2	31767.7	32085.3
PPIH	1	1		13124.9
PPIL2	1	1	53884.1	60263.3
PPME1	1	1	45690.8	104000
PPP1CA	4	1	706538	521314
PPP1R9B	1	1		19967.9
PPP2R1A	2	2	119731	234237
PPP2R1B	2	2		81514.4
PPP2R3C	2	2		6462.63
PPP2R5D	2	1		68366.4
PPP4C	1	1		42366.1
PPP4R1L	1	1	55151.1	48909.4
PPP4R2	1	1	692984	509324
PPP6R1	2	2		53569.1
PPT1	3	3	60599	112585
PPWD1	1	1		128183
PRAME	2	2	91098.9	40741.1
PRB1	7	3	1.61258e+06	
PRB3	2	2	103110	
PRB4	4	3	113179	
PRDX1	2	0	232568	6026.23
PRDX2	2	1	9361.49	9375.45
PRDX3	1	1		6526.2
PRDX6	1	1		10740.7
PRELID1	1	1	59890.9	160129
PRELID3B	1	1		33655.8
PRH1	13	10	796585	
PRIM1	1	1	7022.8	
PRIM2	1	1		77908.3
PRKACA	1	1	5645.08	
PRKACB	1	1		3489.51
PRKAG1;PRKAG2	1	0	96241.7	
PRKCA	4	3	263651	394268
PRKCB	1	1		13695.3
PRKDC	4	4	56686.4	72398.9
PRP4K	1	1	14945.9	13395.7
PRPF19	3	3	42597.8	69987.7
PRPF38A	1	1	14962.4	
PRPF8	6	6	209134	178795
PRR14L	1	1	102686	33102
PRR4	11	11	725974	
PRRC2A	2	2		112857
PSENEN	1	1		9744.08
PSMA1	2	2	49657	
PSMA2	4	4	19914.8	39668.3
PSMA4	2	2	330101	554006
PSMA5	2	2	35120.9	
PSMA7	2	1	43119.5	
PSMB2	2	2	85890.1	65530.5
PSMB4	1	1		85365.6
PSMB5	1	1		21446.7
PSMB6	1	1	9621.12	
PSMB7	1	1	43972.1	98084.7
PSMC1	2	2	36421.3	35331.5
PSMC3	2	2	42833	89858.7
PSMC4	2	2		15260.9
PSMC5	1	1		114875
PSMD12	2	2	49373.2	54054.1
PSMD14	1	1	19627.6	27816.4
PSMD3	1	1		14194.8
PSMD7	2	2	141289	125877
PSME1	1	1		6400.33
PSME3	4	4	274860	360938
PSMG1	1	1		10912.1
PSMG4	1	1		14044
PSORS1C2	1	1	42061	
PSPC1	1	1	40595.8	27324.4
PTBP3	2	1		8300.46
PTGES2	1	1		7098.37
PTGFRN	2	2		47333.9
PTGR2	1	1		15529.9
PTGS1;PTGS2	1	0	26234.7	57164.6
PTOV1	1	1		14149.9
PTP4A1;PTP4A2	1	0		4347.41
PTPMT1	1	1		15994.1
PTPN14	2	2	203557	193185
PTPN3	2	2		13708.8
PUF60	6	6		254969
PUM1	1	1		21538.4
PUM3	2	2		30938.2
PWP1	1	1		23874.1
PYGB	1	1	187986	243587
PYGL	2	1	245689	284167
PYROXD1	2	2	100528	127674
QKI	1	1	25880.5	39780.6
RAB10	2	1	27764.9	14297
RAB11B	1	1	33349	
RAB12	1	1		25822.8
RAB32;RAB38	1	0	288965	
RAB34	2	2	42568.8	29540.6
RAB3A;RAB3B;RAB3C;RAB3D	1	0		69434.6
RAB3GAP1	2	2		34974.9
RAB44	1	1		39678.9
RAB6A;RAB6B	1	0	146579	173089
RAB7A	1	1		10988
RAB8A;RAB8B	1	0		29369
RABL2A;RABL2B	1	0		26578.2
RAC1;RAC2;RAC3	1	0		55903.8
RACK1	1	1		28758.3
RAD51AP1	1	1		20435.9
RAD54B	2	2		12943.9
RAD54L	1	1		15629.4
RAI14	1	1	55425.6	47208.1
RALGAPA1;RALGAPA2	1	0	92556	
RALGAPB	1	1		72615.9
RALY	1	1		20195.7
RANBP2	3	0	166941	234062
RANBP6	2	2		52618.7
RANGAP1	1	1		13776.8
RAP1A;RAP1B;RAP1BL	2	0	214040	203562
RAP1GDS1	2	2		116960
RAP2B	1	1	13610	4358.17
RAPGEF2;RAPGEF6	1	0		13893.6
RARS1	1	1	320761	184333
RB1	1	1		39450.4
RB1CC1	1	1		13796
RBAK	1	1	49593.8	58145.2
RBFOX2	2	2		46024.3
RBM39	2	1	22184	23103.7
RBM43	1	1		14479.9
RBMX;RBMXL1;RBMXL2	1	0		20987.5
RBPMS	1	1		77121.3
RCC1L	1	1	19052.3	11653.7
RCL1	1	1	25138.9	12925.4
RECQL4	1	1		35907.3
REL;RELA	1	0		21891
RETSAT	1	1	232109	500746
REXO2	1	1	50156.4	
RFC2	1	1		27671.1
RFC3	1	1		11720
RHBDD2	1	1		416435
RHEB	1	1		19577.9
RHOA	2	1		28811.5
RHOBTB3	1	1	428247	241516
RHOF	1	1		25433.1
RHPN2	1	1	51380.9	
RIF1	6	6	159024	194350
RIGI	1	1		8003.84
RIMKLB	1	1		10298.3
RIMOC1	1	1		23557.5
RNASEH2C	1	1	486090	342646
RND3	1	1		62333.1
RNF114	1	1		46441.8
RNF213	5	5	51196.3	41781.7
RNF40	1	1		27273
RNPEPL1	1	1	78733.2	
ROCK1;ROCK2	1	0	541988	44147.8
RPA2	1	1		8417.37
RPF2	1	1		19361
RPL10;RPL10L	1	0		27193.9
RPL10A	1	1		46337.1
RPL11	3	3	873357	741522
RPL12	1	1		12045
RPL13	1	1	19858.6	21299.8
RPL13A	3	3		18315.6
RPL14	2	2	17207.7	17663.8
RPL15	2	2		182512
RPL17	1	1		8743.62
RPL19	1	1	64330.7	51604.8
RPL21	1	1	22596.6	6644.75
RPL22	3	3	13011.7	10370.3
RPL23	4	4	627847	525935
RPL23A	7	7	80869.2	37523.1
RPL24	1	1	163403	
RPL26;RPL26L1	1	0		40466.6
RPL27	2	2	380427	334813
RPL28	1	1		21264.1
RPL29	3	3	11460.4	11629.4
RPL30	1	1		12837.9
RPL31	4	4	101989	80656.2
RPL35	4	4		53667.2
RPL36A;RPL36AL	4	0	39648	14311.4
RPL37A	3	3	15606.2	14052.9
RPL38	8	8	67603.9	41551.5
RPL39	3	3	272503	
RPL4	2	2		17203.4
RPL5	2	2	23350.4	15500.5
RPL7	1	1		280135
RPL7L1	1	1		53251.7
RPL8	1	1		19358.3
RPL9	2	2		27992.7
RPLP0	2	1	12971.3	5591.52
RPLP1	2	2		85299.6
RPN1	1	1		81149
RPN2	2	2	8460.3	5309.62
RPS10	1	1	43581.6	17130.9
RPS11	2	2	416320	296882
RPS13	1	1		12567
RPS14	1	1		25734.3
RPS17	1	1		6515.96
RPS21	1	1	21004.4	
RPS23	1	1		17051.1
RPS24	1	1	23715.5	6288.9
RPS25	2	2		139312
RPS26;RPS26P11	1	0		52318.9
RPS27;RPS27L	2	0	75815.5	52190.9
RPS27A	1	1		25227.8
RPS28	1	1	19963.3	
RPS29	5	5	303074	317495
RPS3	1	1	1.16532e+06	73702.8
RPS3A	1	1	143391	234384
RPS4X	4	4	444426	269842
RPS6KA4	3	2	40472.7	40815.3
RPS7	8	8	301807	271288
RRAGA;RRAGB	2	0	1.57619e+06	3.04603e+06
RRP12	2	2	36181.4	39834.8
RRP36	2	2		685749
RRS1	1	1		6298.28
RTN1	1	1	7266.04	6624.06
RTN4	2	2		12974.1
RTRAF	1	1	96824.1	45536.2
RWDD1	1	1	22150	36870.8
RWDD2A	1	1		30312.2
S100A16	1	1	50749.7	49022.1
S100A6	1	1		18154.4
S100A8	1	1		30409.9
S100A9	5	5	50080.9	20641.3
SACM1L	2	2		89136.6
SACS	3	3	42858.3	26903.1
SAE1	3	3	460536	195161
SAMD1	1	1		3492.04
SAP18	1	1	29922.4	20220.1
SAP30	1	1		28869.3
SAP30BP	1	1		25512.8
SAR1A	1	1		6562.18
SART1	1	1		100217
SAT1	1	1		16821.9
SBDS	3	3	99566.9	120257
SBSN	31	31	185517	
SC5D	1	1		6119.73
SCAF11	2	1		44622.8
SCARA3	1	1	8083.87	
SCD	1	1		23803.9
SCFD2	1	1		495537
SCGB1D1	1	1	57399.1	
SCGB1D2	1	1	61727	
SDAD1	1	1		16932.9
SEC24A;SEC24B	1	0		26846.6
SEC31A	1	1	49607.1	
SEC61G	2	2		14523.7
SEL1L	1	1		11217.8
SELENOF	1	1	527424	331393
SELENOI	1	1		4654.33
SEMG1	1	1	43486.8	
SENP6	1	1	37437.7	25592.9
SEPTIN10	1	1	48908.7	13163
SEPTIN9	2	2		13399.1
SERINC3	1	1		16764.1
SERPINA12	1	1	44739.5	
SERPINA1;SERPINA2	2	0	143908	
SERPINB12	1	1	32250.2	
SERPINB3;SERPINB4	3	0	106613	
SERPINB5	1	1		14835
SERPINE2	2	2	47944	78610
SERPINH1	3	3	441816	824454
SESTD1	1	1		35437.2
SET;SETSIP	1	0		5528.3
SETD3	2	2	186225	26986.9
SETX	1	1		20162.4
SF3B1	8	8	658087	650327
SF3B3	2	2	18441.7	14694.4
SFMBT1	2	2	11543.6	9250.21
SFMBT2	1	1	109074	
SGCB	1	1		59059.4
SGK1	3	1		86317.5
SH3BP5	1	1	34099.2	129938
SH3RF3	1	1	24271.2	
SHCBP1	1	1	166593	96107
SHMT2	1	1		17306.1
SHQ1	1	1	20270.2	
SIAE	1	1		60752.8
SIMC1	1	1		39267.9
SIN3A	2	2		83811.1
SIPA1L1	1	1		30485
SKIC2	1	1		9702.27
SKP2	1	1		62273
SLBP	1	1	54404.4	52208.2
SLC12A2	1	1		13708.1
SLC16A1	3	3	413308	577911
SLC16A3	3	2	627699	829710
SLC16A7	1	1		99763.3
SLC22A4	1	1		121455
SLC25A11	1	1	19336.4	10025.7
SLC25A17	1	1		14192.8
SLC25A3	3	3	35918.8	29269.2
SLC25A32	2	2	31633.9	56121.3
SLC25A39	1	1	27539.6	23238
SLC25A5	2	0	76009.1	
SLC2A13	1	1		183349
SLC2A8	1	1		62649.9
SLC35A5	1	1		39667.1
SLC35B3	1	1		13853.2
SLC35F3	1	1	219385	465066
SLC35F5	1	1		12689.6
SLC36A4	1	1		31224
SLC37A3	1	1		12754.5
SLC37A4	1	1		28023
SLC38A1	1	1		8157.92
SLC38A2	1	1	44240.1	
SLC38A9	1	1	14651.6	32554.6
SLC39A6	1	1		20119.4
SLC3A2	2	2		71663
SLC41A1	1	1	76509.7	74039.6
SLC41A2	1	1	79499	70648.5
SLC43A2	1	1		2323.95
SLC43A3	1	1		10904.4
SLC4A11	1	1	114402	
SLC4A1AP	1	1		52056.2
SLC4A2	1	1	39576.8	9758.08
SLC5A6	2	2	20660.9	26507.5
SLC7A11	2	2	19395.6	13139.5
SLC7A5	2	2	349531	327330
SLC9A3	1	1		13423.6
SLC9A8	1	1		16904.8
SLF1	1	1		51796.4
SLF2	2	2		17664.9
SLIRP	1	1		17299.6
SLTM	1	1		131766
SMAD1;SMAD5	1	0		12974.7
SMAD3	2	0		39775.8
SMAD4	2	2	239335	535015
SMARCA2	3	3		15002.1
SMARCA4	1	1		154431
SMARCA5	2	1		34197.3
SMARCAL1	1	1	136382	224144
SMARCD2;SMARCD3	1	0		26234.5
SMC3	2	2		58271.5
SMG1	2	2	63056.8	45688.4
SMIM30	1	1	227233	
SMPD4	2	2	69805.4	31632.5
SMR3B	1	1	231072	
SNAPC3	1	1	19742.1	30599
SNCA	2	1	54829.7	69459.2
SND1	2	2	111973	149085
SNRK	1	1		17553.3
SNRNP200	5	5	139034	227714
SNRPA1	1	1		49125.4
SNRPF	1	1		83233.9
SNTB2	1	1		9131.4
SNURF	1	1		28442.9
SNX6	1	1		11208.2
SNX7	1	1	104109	476767
SOD1	1	1	83759.2	
SORD	1	1	81396.5	160696
SOX13	1	1		13026.7
SPATA20	1	1		24886.7
SPATC1L	1	1		30456
SPG11	1	1		20679.3
SPINK13	6	6	751349	538642
SPINK5	1	1	70052.4	
SPRR3	1	1	25980.8	
SPRYD7	1	1		13260.5
SPTAN1	6	6	290684	288444
SPTBN2	2	1	27120	28767.5
SQSTM1	1	1		157908
SRD5A1	1	1		9631.05
SREBF1	2	2		170218
SREBF2	2	2	21036.7	20725.5
SRP68	1	1		41657.9
SRP9	1	1		30492.5
SRPK1	1	1		21856.5
SRPK2	1	0	120664	211825
SRPRB	2	2		33019.6
SRSF4	1	1		27235.6
SSB	1	1		31441.2
SSR4	1	1		57862.7
SSRP1	3	3	142915	151300
ST13;ST13P4	2	0		29686.7
ST3GAL1	1	1		11612.7
STAG1	1	1		12942.6
STAG2	3	3	33108.4	80082.8
STAM;STAM2	1	0		7480.44
STARD4	2	2		24178.9
STAT3	2	2	38454.8	84927.1
STAT6	1	1	54908.4	41435.1
STATH	3	3	924183	3833.77
STIP1	1	1		273210
STK17A	1	1	2.63552e+06	58697.4
STK17B	1	1		8496.36
STOM	1	1	548784	754571
STOML2	2	2		32545
STRADA	1	1	63755.3	79571.7
STRN4	1	1		9902.69
STT3A	1	1		101003
STX1A	1	1	37856.8	71019.4
STX5	1	1		21704.2
STXBP1	1	1		19933.7
STXBP5	1	1		15667.3
SUB1	1	1		4811.04
SUGT1	1	1	50583.7	87544.7
SUMO1;SUMO1P1	1	0	723823	964154
SUPT16H	1	1	19500.9	
SUPT5H	1	1		674027
SUPT6H	1	1	153199	12458.2
SUZ12	1	1		16586.8
SYAP1	2	2		21668.8
SYF2	1	1		18840.8
SYMPK	1	1		43347.3
SYNE1	2	2	64758.2	60556.5
SYNE3	1	1		28513.5
SYT12	3	3		137921
SYVN1	2	2	628714	567256
TAF2	2	2		10621.3
TAF6L	1	1		55615.7
TALDO1	2	2	43157.8	24275.8
TANC2	2	1	15948.3	14120.3
TAP1	1	1		44564.9
TARS1	7	7	292048	125740
TAS1R3	1	1		7103.53
TASOR	2	2	18794.6	14386.8
TBC1D1	1	1		29515.4
TBC1D10A	1	1		15176.7
TBC1D2	1	1	38072.1	46271.8
TBC1D23	1	1		30992.3
TBC1D2B	1	1		8993.36
TBC1D30	1	1		17609.1
TBCE	1	1		154858
TBCK	1	1		19769.4
TBK1	3	3	2.54607e+06	2.90688e+06
TBX2;TBX3	1	0		7116.98
TCEA2	1	1		14312.9
TCF19	1	1		33905.8
TCF25	1	1		14047.7
TCN1	1	1	29374.8	
TCTN1	1	1	33739	78265.9
TDG	1	1		100735
TECR	1	1	19226.3	8074.26
TENT5A	2	1	54779.8	23100.1
TENT5B	1	1	27872.8	6724.72
TFIP11	2	2	89884.3	22820.6
TFPI	1	1		12003.1
TFRC	1	1		101003
TGM2	1	1	28301.9	
TGM3	1	1	48371	
TGS1	2	2	23965.2	24761.7
THADA	3	3	88077.4	174263
THAP3	1	1		8226.63
THAP4	2	2	23377.4	29149.5
THAP5	1	1		43489.8
THOC2	2	2	48301.2	47417.2
THUMPD1	1	1		173140
TIAL1	2	1		243038
TIMM17A	1	1		111223
TIMM17B	1	1		40554
TK1	1	1	92255.6	132842
TKT	4	4		86108.1
TLL1;TLL2	1	0	33626.6	44578.3
TM2D1	1	1		15958.2
TM4SF1	1	1		19311.6
TM7SF3	1	1		38989.2
TM9SF2	1	1	42609.9	7504.18
TMBIM1	1	1		10511.4
TMBIM6	2	2		29738.2
TMCO1	1	1	1.13112e+06	125319
TMED10	3	3	53321.1	108090
TMED4	2	0		403513
TMEM104	1	1		10677.7
TMEM127	1	1	27745.3	
TMEM141	1	1		5256.68
TMEM30A	1	1		44979.1
TMEM41B	1	1		159484
TMEM87B	1	1		10496.7
TMF1	1	1	27582.9	38323.7
TMSB4X	2	1	63406.6	
TMX2	1	1		4577.92
TMX3	1	1		33749.1
TNS2	1	1		31181.3
TNS4	1	1	1.73155e+06	1.61226e+06
TOMM40	1	1		9476.92
TOMM5	4	4	256732	90094.2
TOMM6	2	2		315581
TOMM7	2	2	367556	510091
TOP3A	1	1	139612	149247
TOP3B	1	1		17845.5
TP53	1	1	24827	42815.5
TPD52L2	2	2		27697.9
TPI1	4	4	86643.8	
TPM1	1	1	34467.3	
TPR	3	3		81312.5
TPX2	2	2		16520.1
TRAF3IP2	1	1	79976.7	40940.1
TRAF4	1	1		14971.8
TRAF7	1	1		28490.4
TRAPPC2;TRAPPC2B	1	0		24432.1
TRAPPC3	2	2	249299	248504
TRAPPC8	1	1		17202.7
TRIM2	1	1	82342.1	19728
TRIM21	1	1		5098.71
TRIM24	1	1		203541
TRIM25	1	1		22929.4
TRIM28	3	3	55657.4	48794.7
TRIO	2	2		15649.3
TRIP12	2	2		39946.8
TRIP13	1	1		16202.9
TRPC4AP	1	1		10549.9
TRPM7	1	1		8657.55
TRRAP	3	3	1.03897e+06	1.02648e+06
TSN	1	1		13225.1
TTC3	1	1		33446
TTC38	1	1		17401.8
TTK	1	1		18349.5
TTR	1	1	30409.8	
TUBA1A;TUBA1B	1	0	36596.7	
TUBA1D	4	0	86221.8	38081.7
TUBA4B	1	1		55855.3
TUBB	2	1		26822.8
TUBB2B	8	1	98040.1	55893.5
TUFM	2	2	1.06188e+06	1.42961e+06
TXNDC12	1	1		12748.1
TXNDC9	1	1		15980
TYK2	1	1		76422.1
UBA1	1	1		45246.7
UBA2	1	1	18007.7	34930.7
UBA3	1	1		40299.1
UBA52	5	4	127321	66274.3
UBE2C	1	1		16381.4
UBE2J1	1	1		7115.74
UBE2J2	1	1	526561	130007
UBE2K	1	1		10367.6
UBE2S	1	1		12713.4
UBE2T	1	1		381841
UBE3A	1	1	24868.7	22427.7
UBE3C	2	2	70922.9	116533
UBQLN2	1	1		5040.27
UBR1	3	3		53355.3
UBR4	2	2		658955
UBXN4	2	2	19100.6	18478
UBXN7	1	1		13029.3
UCHL1	1	1		95314.6
