Genes	N.Sequences	N.Proteotypic.Sequences	raw1/T064137_AurEl8_PM8_DIAIMP_CMB-1719_helalis_1_RD2_1_11076.d	raw1/T064139_AurEl8_PM8_DIAIMP_CMB-1719_helalis_2_RD3_1_11078.d
DAB2	1	1	174763	192023
DAD1	1	1	43549.7	38143.2
DAZAP2	2	2	264205	750618
DCAF13	1	1	25392.2	18783.9
DCAF7	1	1		16341.3
DCBLD1	1	1	17048.1	
DCD	1	1	129053	
DDX42	1	1	504139	754378
DDX5	1	1	642502	135622
DENND5A	1	1	17483.2	28612.3
DHCR7	1	1		134329
DHX8	1	1	105253	
DIP2B	1	1	150086	271701
DIP2C	1	1		17153.7
DNAJC10	1	1	50571	82216.8
DNASE1L1	1	1	50665.2	63252.6
DPH5	1	1	585842	1.00667e+06
DPP8	1	1	31673.1	
DPP9	1	1	95575.3	21812.1
DRAM1	1	1		21888.4
DROSHA	3	3	149140	112154
DSE	1	1	32988.2	110046
DSP	1	1		43677.5
DST	2	2	35665.4	22321.5
DTX3	1	1		17469.5
DUS4L	1	1		79380.2
DUSP1	2	2	184952	391604
DUSP4	1	1		32342.5
DYNC2I2	1	1		266761
EAPP	1	1	8695.15	27329.7
ECD	1	1		59593.4
ECPAS	2	2	588004	967712
ECT2	1	1		161406
EDC3	1	1		18730
EDC4	1	1		18164.6
EEF1G	1	1	127304	107947
EEF2	2	2	91116.3	15642.7
EEIG1	1	1		36246.5
EEIG2	1	1	50328.9	
EFL1	1	1	1.51884e+06	2.64172e+06
EFTUD2	1	1		59370.3
EI24	1	1	389038	473243
EIF3A	1	1	20944	17286.2
EIF3K	1	1		31703.7
EIF4A1	1	1	796694	849248
ELAC2	1	1	721985	748866
ELK4	1	1	29244.3	36454.8
ELOVL1	1	1	14985	27699.3
ELP2	1	1		40133.2
EMC3	1	1		24234.1
EMC4	1	1		49543.9
EMC7	1	1		16552.8
EME1	1	1		83140
EML6	1	1		43184.7
EPDR1	1	1	345617	436921
EPRS1	1	1	405166	353762
ERMP1	1	1		56945.7
ETFA	1	1	211726	215862
ETS2	1	1		45755.6
EXO1	1	1		7373.83
EXOC3	1	1		17228.1
FAF1	1	1	83864.6	
FAHD1	1	1	140342	286384
FANCC	1	1		6744.86
FASN	3	3	221814	256262
FASTKD3	1	1	14181.5	36656.4
FAT1	1	1	103905	279359
FAT4	1	1		81221.5
FBXO38	1	1	59720.3	113390
FCF1	1	1		39124
FDPS	1	1	272481	264268
FERMT2	1	1		38851.5
FHIP1A	1	1	83171.5	94485.6
FIP1L1	1	1	60771.2	60341.7
FLAD1	1	1		36901.7
FLNA	1	1	1.03508e+06	1.10318e+06
FLOT1	1	1		6696.9
FLVCR1	1	1	64909.6	57493.8
FNDC3B	2	2		55465.1
FNIP1	1	1		21506.5
FOCAD	1	1		5590.1
FRYL	1	1	66868.4	90578.8
FXR1	2	2		45711.4
FZD6	1	1		43384.7
GABRQ	1	1		20326.1
GAPDH	3	3	201066	106566
GAPVD1	1	1		20832.9
GEM	1	1		37397.4
GEMIN2	1	1	963852	1.115e+06
GEN1	1	1	280409	430872
GHITM	1	1		128983
GIPC3	1	1		61405.5
GJA1	1	1		8990.63
GLE1	3	3	967349	1.49885e+06
GMPPA	1	1		5086.71
GMPPB	1	1		36708.6
GNA13	1	1	635716	337545
GNL2	2	2	37540.9	29579.5
GNL3	1	1	78211.9	
GNPTG	1	1		68081.2
GNS	1	1		25693.9
GPI	1	1	174773	368983
GPN1	2	2	3.87164e+06	3.39278e+06
GPN3	1	1		68774.8
GPS2	1	1	123948	225705
GRHPR	1	1	360977	364074
GRINA	2	2	432438	276374
GRSF1	1	1	1.57116e+06	704650
GSDME	1	1		12298.5
GSTA4	1	1		66152.7
GTF2H1	1	1	62721.4	52855.4
GTF2I	1	1	42701	48259.1
GTF3C4	1	1	197065	
GTPBP8	1	1	172745	183599
HACD3	1	1	155734	372502
HACL1	1	1	50403.7	
HARS1	1	1		20341.9
HBS1L	1	1		83496.4
HDAC7	1	1	28753	
HDLBP	1	1	311857	174365
HEATR1	2	2		72749
HERC4	1	1		105563
HIGD1A	1	1	33840	71861.8
HIPK3	1	1		23166.3
HLX	2	2	658995	1.2785e+06
HM13	1	1	63029	35138.3
HMGXB3	1	1	46579.9	
HNRNPH3	1	1	88948.8	227990
HNRNPL	1	1		203492
HSD11B2	1	1		120571
HSD17B7	1	1	15285.4	35530.2
HSD17B8	1	1		46031.7
HSF2	1	1		67781.6
HSPA12A	1	1		26211.3
HSPA9	1	1		107959
HSPB1	2	2	434133	434101
HTD2	1	1	183709	571802
HTT	1	1	70710.1	123670
HUWE1	3	3	67320.6	90659
IARS1	1	1		69805.3
ICAM3	1	1	67467.7	153274
ICE1	1	1	587560	1.22837e+06
IFFO2	1	1	516287	297347
IFI44	1	1	152175	256721
IFIT1	2	2		15524
IFITM3	1	1		9424.47
IFNAR1	1	1	96179.8	58448.3
IFRD2	1	1	499923	142331
IGFBP7	3	3	176422	407408
IGHMBP2	1	1	495483	409725
IGSF10	2	2	114038	112147
IL7R	1	1	1.05488e+06	236530
ILF2	3	3	103759	157195
IMMP2L	1	1	702995	814989
IMPDH2	1	1	149937	1.11773e+06
INA	1	1	158352	107542
INO80C	1	1	35444.2	
INPP1	1	1	68086.9	
INPP5F	1	1		22715.5
INTS5	1	1	25682	31306.2
INTS8	1	1	29685.1	31956.2
IPO7	2	2	35787.6	27720
IPO8	1	1		56702.3
IPP	1	1	70547.7	58145.4
ITGA5	1	1	364093	571495
JKAMP	2	2	77901.2	127657
JMJD1C	1	1	981216	
JRK	1	1	388956	719036
KANSL3	1	1	161608	297517
KCNG1	1	1		46223.8
KCNH5	1	1	434793	
KCNK1	1	1		37246.5
KCNK15	1	1		75276.8
KCNT2	1	1	66528.2	213075
KIF11	1	1		6765.41
KLF4	1	1	119169	241098
KLF5	1	1	98486.3	157015
KLHDC2	1	1		37473.4
KLHL18	1	1		150879
KLHL29	1	1	71159.1	
KLHL4	1	1		77528
KNL1	2	2	408775	608756
KNTC1	1	1	45106.6	
KPNA2	1	1	15662.3	16966
KPNA5	1	1		9521.28
KYAT1	1	1	35406.4	82182.6
L1CAM	1	1	48822.8	34559.7
LAMC3	1	1		31361.5
LARP1	1	1	336401	294464
LARP7	1	1	83345.6	
LATS1	1	1		15590.6
LCMT2	1	1	109286	109010
LEPROT	1	1	124547	36994.9
LEPROTL1	1	1	1.57224e+06	1.02285e+06
LIPA	1	1		22051
LMAN1	1	1	130750	258203
LMON_0149	1	1	97925.8	
LMON_0179	1	1	43803.9	
LMON_0538	1	1	31673.1	
LMON_0823	1	1		23043.2
LMON_0943	1	1		14327
LMON_0957	1	1	231048	281782
LMON_1353	1	1	52229	
LMON_1812	1	1	169872	96137.9
LMON_2447	1	1	295198	
LMON_2534	1	1		549415
LMON_2607	1	1		44390.5
LMON_2714	1	1	122297	22992.7
LPL	1	1		44243.9
LPP	1	1	44440.5	76543.6
LRP5	1	1	103105	102133
LRP6	1	1	207048	222574
LRPPRC	1	1		61520.1
LRRC41	1	1		77429.3
LRRC8B	1	1	61434.3	81192.7
LRRC8D	1	1		36372.5
LRSAM1	1	1		40320
LTN1	1	1	52260.3	82974.2
LZTFL1	1	1		98864.2
MAGEA1	1	1	269844	222524
MAGEF1	1	1	147285	
MAN1B1	1	1	35333.8	
MAPKAP1	1	1		56844.5
MARCHF6	2	2	2.06932e+06	2.20889e+06
MB21D2	1	1	1.09793e+06	1.2281e+06
MC2R	1	1		33075.8
MCFD2	1	1	311768	297576
MCM3AP	2	2	882534	1.41472e+06
MCM4	1	1	90196.8	291844
MED1	1	1	35266	37358.4
MED14	1	1	129515	241842
MED25	1	1		41354.6
MEF2D	1	1	78719.3	75317.8
MFAP3	1	1	152280	289229
MFSD2A	1	1	126246	
MGST1	2	2	821567	394152
MITF	1	1		137189
MKLN1	1	1	77270.8	77401.1
MKNK2	1	1	72525.2	295101
MKS1	1	1	67772.5	127294
MOCS2	1	1		50152.6
MORC2	1	1	377246	445107
MORN1	1	1	286281	534753
MOSMO	1	1	581000	
MOV10	1	1	253094	252949
MPDU1	1	1		40753.4
MPHOSPH9	1	1	101584	65702.5
MR1	1	1		319889
MRPS17	1	1	73288.4	27870.1
MSH2	2	2	105791	117851
MT-ND2	1	1	54519.4	
MT-ND4L	1	1	610036	851026
MTCH2	1	1		50874.4
MTERF2	2	2	100537	255004
MTM1	1	1		10500.8
MTMR1	1	1		31742.7
MTMR2	1	1		35333.3
MTR	1	1		11042.9
MTRR	1	1	312991	257642
MTSS2	1	1	189493	
MTX3	1	1	36581.1	99326.5
MUC16	2	2		16470.3
MVD	1	1	28087.1	80774.8
MX2	1	1		30075.5
MYADM	2	2	95452.3	102832
MYCBP2	2	2	65393.4	35918.1
MYO1C	2	2		55531.4
NAA20	1	1	26070.7	61459.4
NAA50	1	1	209041	213933
NAPRT	1	1	36707.2	64473.7
NAXE	1	1	39432	26171.7
NBAS	1	1		27898
NCAPD2	2	2	43028.7	66726.1
NCAPG	1	1	1.32997e+06	673603
NCAPG2	4	4	24959	58698
NDUFA1	2	2	199997	232848
NDUFA3	1	1	107688	171073
NDUFA9	1	1	72880.5	193938
NDUFB5	1	1	149329	
NECTIN3	1	1	93127.2	
NEDD8	1	1		431874
NF1	1	1		285256
NFAM1	1	1	760673	
NFAT5	1	1	117292	22536.9
NFU1	1	1		14678
NFYB	1	1		32000.6
NHP2	1	1	35648.4	60066.7
NIBAN2	1	1		31066.7
NINJ2	1	1		43811
NIPBL	1	1	14401.3	18121.5
NKTR	1	1		59375.6
NMRAL1	1	1		8923.61
NOC2L	1	1	642258	227474
NOP58	1	1		37668
NPC1	3	3	525305	599071
NPM3	1	1	79328.7	95873.1
NPRL3	2	2	144604	230531
NPY1R	1	1		351085
NR1D2	1	1		91406.3
NR3C1	1	1		346754
NSMCE1	1	1		29438
NT5DC1	1	1		69750.4
NUF2	1	1	466766	229691
NUP155	1	1	16358.3	21696.1
NUP160	2	2	124586	231227
NUP188	3	3	2.68628e+06	2.67517e+06
NUP210	4	4	826548	2.05247e+06
NUP214	1	1	85299.5	119822
NUP85	1	1		34239.4
NUP88	1	1	75151.2	146258
NYNRIN	1	1		124729
OASL	1	1	121233	115258
ODC1	2	2	22713.6	26063.4
OGA	1	1	63857.7	
OGT	2	2	223144	334816
ORC5	1	1	908130	698670
OTUD7B	1	1		60746.4
OVCA2	1	1		164117
OXA1L	1	1	93493.7	301994
OXCT1	1	1		35901.2
P3H2	1	1		62011.6
P4HA3	1	1	88639.4	143483
PA2G4	3	3	2.56829e+06	2.10077e+06
PANX1	1	1	179498	201543
PC	1	1	130820	536820
PDIA3	1	1	33529.5	116915
PDS5A	1	1		19347.6
PDXK	1	1	2.16412e+06	
PDZD8	1	1	26178	22648.2
PECR	1	1		17246.3
PFDN5	1	1		131678
PFKM	2	2	341273	653926
PFKP	1	1		47394
PGAP1	1	1		61540.3
PGRMC1	1	1		26967.4
PGS1	1	1	704025	882526
PHF10	1	1		53373.4
PHF14	1	1	25396	48701.5
PI4KA	1	1		47278.2
PIAS2	1	1		23846.4
PIGQ	1	1	801538	722896
PIK3C2A	1	1	122090	394871
PIK3R4	2	2	431720	548609
PLA2G4A	2	2	81369.3	135879
PLK3	1	1		99799.7
PLP2	1	1		39916.1
PMP22	1	1	41472.1	69434.7
POLA1	1	1		78070.5
POLA2	1	1		17210.8
POLR2A	1	1	389634	249545
POLR2G	1	1		54268.2
POLR3A	1	1	125840	174019
POLR3B	1	1	112566	74670.7
PON2	1	1	73793.4	105600
POP5	2	2	1.68673e+06	2.3402e+06
PPA1	1	1		167508
PPIB	1	1	81501.9	62432
PPP1R3C	1	1	156256	828133
PPP2R1B	1	1		34308.2
PPP2R5C	1	1	62933.9	43021
PPP4R2	1	1	13996.3	40992.7
PPP4R3B	2	2	147835	152501
PPWD1	1	1		174187
PRAF2	2	2	18216.4	17914.4
PRDX5	1	1		43932.1
PRKAG1	1	1		12272
PRKAR1A	1	1	380919	
PRORP	1	1	79344.5	
PROS1	1	1		39859.4
PROSER1	1	1		76970.4
PRR14L	1	1		25680.9
PRR5L	1	1	20561.8	
PSMB2	1	1	197435	85595.1
PSMB7	1	1	105282	192131
PSMC3	1	1	380556	
PSMD1	2	2	173052	222584
PSMD12	1	1	34201.7	45158.3
PSMD3	1	1		4577.52
PSMD5	1	1		33410.7
PSME3	1	1	16965.4	32655.2
PSME4	2	2		155595
PSMG3	1	1	249800	145594
PTBP1	1	1		395352
PTGES	1	1	99600.6	71364.7
PUM3	1	1	190692	130606
PdhD	1	1		48334
QRICH1	1	1		56720.6
QSER1	1	1		64017.3
RAB11A	1	1		30416.1
RAB29	1	1	70027	25123.5
RAB35	1	1	29085.7	9668.75
RABGAP1	2	2		252938
RABGAP1L	1	1	260709	497803
RAD54L2	1	1		11071.9
RARS1	1	1	374117	189890
RASIP1	1	1	223176	298260
RASSF8	1	1	1.0047e+06	945812
RETSAT	1	1		69579.2
RFWD3	1	1	777551	844374
RHBDD2	1	1	114003	97216.2
RHOBTB3	2	2	29808	37724.8
RHOV	1	1		60978.6
RIMKLA	1	1	36452.1	
RIMKLB	1	1	279968	1.01002e+06
RNF145	3	3	414492	890565
RNF167	2	2	357194	855389
RNF213	1	1	8348.57	9215.79
RNF5	1	1	103770	45016.9
RNLS	1	1		17112.3
RNPEPL1	1	1	14564.8	19289.4
ROCK2	1	1		11474.3
RPA2	1	1	62578	
RPA3	1	1	1.48088e+06	966670
RPAP1	1	1	22031.2	47001.7
RPL10A	1	1	154022	90363.4
RPL12	1	1	116276	
RPL38	1	1		90234.3
RPL9	1	1	118601	86166.6
RPLP1	1	1		46326.4
RPP30	1	1	54927.2	
RPS11	1	1	56598.7	19150.4
RPS15	1	1	730495	252101
RPS2	2	2	909914	1.04393e+06
RPS3	1	1	852865	1.1752e+06
RPS4X	1	1	59359.4	41758.1
RREB1	1	1	20886.9	
RSL1D1	1	1		44143.2
RTN3	1	1		125321
RTRAF	1	1	461100	
RUVBL1	1	1	153144	327071
RWDD1	1	1		28104.8
S100A10	1	1	22951.6	22093.9
SAE1	1	1	22275.6	18449.2
SAP18	1	1	13241.9	21054.8
SAR1A	1	1		56748.5
SAR1B	1	1		29915.3
SBNO2	1	1	36299.4	71570.4
SCAF11	1	1	135325	235457
SCAMP1	1	1	283799	484401
SCAP	2	2	330663	751662
SCARA3	1	1	454143	841824
SCD	2	2	273525	621024
SCLT1	1	1	107355	203067
SCP2	1	1	23521.7	29504.7
SCRN3	1	1		25223.6
SDC4	1	1		75069.9
SEC22C	1	1	132526	87897
SEC23A	1	1		89866.4
SEC24A	1	1		30983
SEC31A	1	1	31986.5	65207.8
SELENON	1	1	415766	1.15909e+06
SERPINE1	1	1		9980.69
SERPINH1	1	1	46909.7	25355.5
SETMAR	1	1		37735.2
SF3B1	2	2	104025	719059
SGMS1	2	2	61313	
SGMS2	1	1	60195.4	
SGSM3	1	1	776794	450853
SH3GL1	1	1		111457
SIGMAR1	1	1	136794	228907
SIX5	1	1		53018.7
SLAIN1	1	1		3200.44
SLC11A2	1	1	115967	203937
SLC16A1	1	1		53531.2
SLC16A3	2	2	16476	18732.5
SLC16A5	1	1		45868.4
SLC1A1	1	1		54956.4
SLC1A5	2	2	1.50291e+06	1.39478e+06
SLC20A1	1	1	183192	127960
SLC25A10	1	1		17135.5
SLC25A32	1	1	12580.6	21856.1
SLC26A2	1	1	45250.8	
SLC26A6	1	1		178546
SLC29A1	1	1	131449	100563
SLC2A13	1	1	137795	279867
SLC2A4	1	1		77974.1
SLC35A1	1	1		10242
SLC35A2	1	1		19573.2
SLC35C2	1	1	742600	559688
SLC35D2	1	1	144742	340233
SLC35E1	2	2	2.49466e+06	3.8052e+06
SLC35F5	1	1		16384.1
SLC38A2	1	1		11178.4
SLC38A9	1	1		10122.2
SLC39A14	2	2		48027.5
SLC39A7	1	1		107118
SLC41A1	1	1		34677.8
SLC41A2	1	1		76351.8
SLC41A3	1	1		93129.4
SLC43A3	1	1	121390	225448
SLC47A1	2	2		82890.3
SLC5A6	1	1	56715.8	145673
SLC6A9	1	1		35301
SLC7A1	1	1	31311.3	54442.9
SLC7A11	1	1	249619	342888
SLC7A5	5	5	2.88513e+06	3.65644e+06
SLC8B1	1	1	26480.8	
SLPI	1	1	120807	248515
SMAD4	1	1		101294
SMC4	2	2	17729.2	33775.3
SMCHD1	2	2	184123	455886
SMG7	1	1	72317.5	
SMIM30	3	3	525728	797462
SMS	1	1	99821.9	169288
SNX29	1	1		38079.2
SNX7	1	1		14182.4
SOCS7	1	1		6601.81
SORL1	1	1		78829.7
SPATA2	1	1		43191.4
SPNS1	1	1	182148	
SREBF1	1	1	167831	213193
SREBF2	1	1	20669.1	139165
SRPK1	1	1	52218.8	70270.2
SRPK2	1	1		16694.1
SRPRA	1	1	39001.9	
SRPRB	1	1	798170	685592
SSH2	1	1	169793	559348
SSR2	1	1	78811.7	110770
SSR3	2	2		63918.9
SSR4	3	3	433188	1.14293e+06
SSRP1	1	1		18670.5
STK17A	1	1		2983.92
STK17B	2	2	37201.8	42349
STT3B	1	1	581610	1.1262e+06
STX5	1	1		61911.2
SUN1	1	1		40443.7
SYT9	1	1		15794
SYVN1	1	1	73552.9	182493
TAGLN2	1	1	1.48395e+06	1.69583e+06
TALDO1	1	1		11800.9
TANC1	1	1		6814.23
TARS1	1	1	49240.6	62152.5
TASOR2	1	1	186888	471640
TBC1D16	1	1		8566.52
TBC1D25	1	1		73037
TBC1D2B	1	1		5346.32
TCF25	1	1		149998
TCF3	1	1	89500.1	27649.9
TDG	1	1		99275.8
TENT5A	1	1		96568.9
TGDS	1	1	79433.4	
TGFBRAP1	1	1	43482.6	145824
TGM1	1	1	118636	153331
THADA	1	1	146028	255685
THOP1	1	1	75729.6	72819.6
TIMM21	1	1	127370	46907.4
TKT	1	1		4042.76
TLCD1	1	1	56377.2	70256
TLN1	2	2	65015.1	114471
TLR4	1	1	30075.7	66147.4
TM7SF3	1	1	244472	
TMBIM6	1	1		73526.2
TMCO4	1	1	122432	
TMED3	1	1		15251.9
TMEM131L	1	1		118798
TMEM168	1	1	220236	204918
TMEM187	1	1	27363.5	19148
TMEM259	2	2	277239	635727
TMEM41B	1	1	1.37343e+06	1.21216e+06
TMEM63A	2	2		16674.2
TMEM9	1	1		45578.1
TMUB2	1	1		468451
TNFSF10	1	1		100620
TNS4	1	1	31998.4	
TOM1L2	1	1		154002
TOP2B	1	1		17273.6
TP53RK	1	1		71341.6
TPCN2	1	1		52955.5
TPRN	1	1	539897	410897
TPX2	1	1		33635.8
TRAF7	1	1	22695.1	
TRAPPC13	1	1	212164	109207
TRAPPC5	2	2	1.23289e+06	1.09505e+06
TRDMT1	1	1	14078.4	
TRIM8	1	1	69161.1	147178
TRMT1	1	1		188460
TSEN34	1	1		112820
TSG101	1	1		21879.9
TSKU	1	1	124627	94754.3
TSN	1	1	528538	285798
TSNAX	1	1	14893.3	13806.4
TXNDC9	1	1	10401.6	14436.3
TXNL1	1	1		28905.8
U2AF2	1	1	62080.1	128889
UAP1	1	1	66829.9	70582.2
UBA1	1	1	74418.5	203804
UBASH3B	1	1		40472.2
UBE2J2	1	1	52647.5	81055.8
UBE3C	1	1	77487.2	
UBE4A	1	1	176895	489051
UBE4B	1	1		17195.2
UBIAD1	1	1		37730.4
UBR4	2	2	1.50047e+06	1.31092e+06
UCHL3	1	1		34064.8
UGGT1	1	1		90947.2
UNC13B	1	1	655205	663006
UNC13D	1	1		88155.7
UPF1	2	2		119773
UQCRQ	1	1	652804	1.26906e+06
URB1	2	2	109225	225918
USP11	1	1	177771	533878
USP25	1	1	14910.9	
USP4	1	1		37410.6
UTP15	2	2	240337	173043
VCP	1	1	534403	212060
VHL	1	1		169020
VIRMA	1	1	429848	610045
VMA12	1	1		20517.3
VPS13A	2	2	613188	625194
VPS28	1	1	186476	
VPS29	1	1	141112	294636
VPS33A	1	1		27690.9
VPS35	2	2	533463	488822
VPS41	1	1		11658.7
VPS53	2	2	107512	114425
WDR12	1	1	28035	17835
WDR26	1	1	888654	963458
WDR75	1	1	65073.8	89353.1
WRAP73	1	1	703276	872623
XRCC5	1	1	70751.5	19782.3
YIPF3	1	1		396055
YIPF4	1	1		161957
YIPF6	2	2		26667.5
YTHDF2	2	2		72303.5
ZBTB12	1	1	155198	132771
ZBTB33	1	1		20570.9
ZC3H4	1	1		5270.16
ZC3HAV1	1	1		112500
ZDHHC7	1	1		66897.6
ZKSCAN5	1	1		59905.3
ZMIZ2	1	1		156747
ZNF292	1	1	147136	329192
ZNF330	1	1	37525.2	
ZNF343	1	1		35512.4
ZNF623	1	1	14507.4	14573.6
ZNF7	1	1		24197.7
ZNF791	1	1		39595.3
ZWILCH	1	1	27594.2	
ZWINT	3	3		1.55288e+06
ZYG11B	1	1		383562
fliR	1	1		55009.6
fluC	1	1	117455	
ftsZ	1	1	32934.8	
mpl	1	1	193246	140709
mreB	2	2	79668.8	
tmcAL	1	1		103158
tuf	1	1	171428	
